ptrFinger X,ptrFinger Y,ptrFinger Z,ptrElbow X,ptrElbow Y,ptrElbow Z,right_scapula X,right_scapula Y,right_scapula Z,left_scapula X,left_scapula Y,left_scapula Z,head_right X,head_right Y,head_right Z,head_left X,head_left Y,head_left Z,abdomen X,abdomen Y,abdomen Z
false,false,false,false,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
0.447007204,0.475978264,0.370426694,0.230125969,0.212114295,0.223416707,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.514128067,0.358625577,0.236484324,0.219223042,0.220466428,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.549172893,0.339480501,0.242325178,0.225753216,0.215680159,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.579715616,0.313754720,0.247415675,0.231444478,0.209248713,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.604538595,0.282473839,0.251552873,0.236069935,0.201428493,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.622652215,0.246884929,0.254571836,0.239445186,0.192531266,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.633334344,0.208406807,0.256352205,0.241435670,0.182911735,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.636159119,0.168573474,0.256823005,0.241962032,0.172953402,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.631013924,0.128972959,0.255965466,0.241003288,0.163053273,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.618103884,0.091184011,0.253813774,0.238597660,0.153606036,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.597943679,0.056713155,0.250453711,0.234841053,0.144988322,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.571337034,0.026934635,0.246019233,0.229883232,0.137543692,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.539344673,0.003035627,0.240687127,0.223921847,0.131568940,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.503242028,-0.014031090,0.234669968,0.217194563,0.127302261,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.464468400,-0.023585121,0.228207642,0.209969573,0.124913753,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.424569570,-0.025245577,0.221557780,0.202534915,0.124498639,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.385136178,-0.018946261,0.214985493,0.195186987,0.126073468,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.347740310,-0.004938305,0.208752795,0.188218725,0.129575457,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.313872820,0.016219836,0.203108165,0.181907934,0.134864992,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.284883899,0.043684654,0.198276637,0.176506204,0.141731197,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.261929244,0.076361214,0.194450829,0.172228886,0.149900337,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.245923983,0.112946804,0.191783263,0.169246502,0.159046734,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.237506198,0.151982873,0.190380287,0.167677951,0.168805752,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.237011477,0.191913175,0.190297832,0.167585766,0.178788327,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.244459543,0.231145815,0.191539188,0.168973622,0.188596487,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.259553467,0.268116712,0.194054863,0.171786189,0.197839212,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.281691501,0.301351953,0.197744567,0.175911340,0.206148022,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.309991071,0.329526554,0.202461202,0.181184618,0.213191672,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.343323962,0.351517281,0.208016731,0.187395793,0.218689354,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.380361299,0.366447435,0.214189673,0.194297246,0.222421892,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.419626518,0.373721797,0.220733931,0.201613838,0.224240483,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
