54.75,-29.8594378,1080
53.75,-29.8594378,1087
52.75,-28.8594378,1095
51.75,-28.8594378,1143
50.75,-28.8594378,1159
49.75,-28.8594378,1175
48.75,-28.8594378,1183
47.75,-28.8594378,1199
47.75,-29.8594378,1207
45.75,-29.8594378,1215
44.75,-29.8594378,1239
43.75,-30.8594378,1247
42.75,-31.8594378,1255
41.75,-32.8594378,1263
40.75,-33.8594378,1271
40.75,-34.8594378,1279
38.75,-35.8594378,1287
38.75,-36.8594378,1295
37.75,-38.8594378,1303
36.75,-38.8594378,1311
36.75,-40.8594378,1319
36.75,-41.8594378,1327
36.75,-42.8594378,1335
36.75,-43.8594378,1343
37.75,-45.8594378,1351
38.75,-46.8594378,1367
38.75,-47.8594378,1383
39.75,-48.8594378,1391
40.75,-48.8594378,1399
41.75,-48.8594378,1407
43.75,-48.8594378,1423
44.75,-47.8594378,1439
48.75,-47.8594378,1447
54.75,-47.8594378,1455
56.75,-47.8594378,1463
61.75,-47.8594378,1471
63.75,-47.8594378,1479
66.75,-47.8594378,1487
67.75,-47.8594378,1503
68.75,-46.8594378,1511
69.75,-46.8594378,1543
69.75,-45.8594378,1567
