38.75,-53.8594378,0
39.75,-52.8594378,184
40.75,-52.8594378,192
41.75,-51.8594378,200
42.75,-51.8594378,217
43.75,-51.8594378,224
44.75,-50.8594378,233
45.75,-50.8594378,240
46.75,-50.8594378,249
48.75,-50.8594378,256
49.75,-49.8594378,265
50.75,-49.8594378,272
51.75,-49.8594378,280
52.75,-49.8594378,288
53.75,-49.8594378,296
54.75,-49.8594378,304
55.75,-49.8594378,320
55.75,-48.8594378,328
56.75,-48.8594378,336
57.75,-48.8594378,344
58.75,-48.8594378,352
59.75,-48.8594378,368
60.75,-48.8594378,376
61.75,-48.8594378,384
62.75,-48.8594378,391
64.75,-48.8594378,407
65.75,-48.8594378,423
67.75,-48.8594378,432
68.75,-48.8594378,455
69.75,-48.8594378,463
70.75,-48.8594378,479
71.75,-48.8594378,487
72.75,-48.8594378,495
72.75,-47.8594378,527
73.75,-47.8594378,543
73.75,-46.8594378,719
72.75,-46.8594378,727
72.75,-45.8594378,735
72.75,-44.8594378,743
72.75,-43.8594378,751
71.75,-41.8594378,759
71.75,-40.8594378,775
70.75,-40.8594378,783
70.75,-38.8594378,791
70.75,-37.8594378,807
69.75,-37.8594378,815
69.75,-36.8594378,823
68.75,-36.8594378,832
68.75,-35.8594378,848
67.75,-34.8594378,863
67.75,-33.8594378,887
65.75,-33.8594378,895
64.75,-33.8594378,911
63.75,-32.8594378,919
63.75,-31.8594378,927
61.75,-31.8594378,935
60.75,-31.8594378,951
59.75,-30.8594378,967
58.75,-30.8594378,984
57.75,-30.8594378,999
57.75,-29.8594378,1023
56.75,-29.8594378,1032
54.75,-29.8594378,1039
52.75,-29.8594378,1055
50.75,-29.8594378,1063
49.75,-29.8594378,1079
48.75,-29.8594378,1087
47.75,-29.8594378,1096
46.75,-29.8594378,1111
45.75,-29.8594378,1127
43.75,-29.8594378,1143
42.75,-29.8594378,1167
42.75,-30.8594378,1183
41.75,-30.8594378,1191
41.75,-31.8594378,1199
40.75,-31.8594378,1207
39.75,-31.8594378,1215
39.75,-33.8594378,1232
38.75,-33.8594378,1248
38.75,-34.8594378,1255
38.75,-35.8594378,1271
38.75,-36.8594378,1279
38.75,-37.8594378,1288
37.75,-38.8594378,1304
37.75,-39.8594378,1311
36.75,-40.8594378,1320
36.75,-41.8594378,1328
36.75,-42.8594378,1344
36.75,-43.8594378,1352
36.75,-44.8594378,1359
35.75,-44.8594378,1368
35.75,-45.8594378,1376
35.75,-46.8594378,1384
35.75,-47.8594378,1392
35.75,-48.8594378,1400
35.75,-49.8594378,1408
35.75,-50.8594378,1424
35.75,-51.8594378,1440
34.75,-51.8594378,1456
34.75,-52.8594378,1464
34.75,-53.8594378,1480
34.75,-54.8594378,1504
33.75,-55.8594378,1520
33.75,-56.8594378,1544
33.75,-57.8594378,1560
33.75,-58.8594378,1568
33.75,-59.8594378,1576
33.75,-60.8594378,1592
33.75,-61.8594378,1600
34.75,-62.8594378,1624
34.75,-63.8594378,1656
34.75,-64.8594378,1696
34.75,-65.8594378,1704
35.75,-66.8594378,1736
35.75,-67.8594378,1744
35.75,-68.8594378,1760
37.75,-69.8594378,1776
37.75,-71.8594378,1785
38.75,-71.8594378,1808
38.75,-72.8594378,1817
39.75,-72.8594378,1834
39.75,-73.8594378,1840
39.75,-74.8594378,1856
40.75,-74.8594378,1866
40.75,-75.8594378,1880
41.75,-75.8594378,1913
41.75,-76.8594378,1920
41.75,-77.8594378,1937
42.75,-77.8594378,1944
43.75,-77.8594378,1953
43.75,-78.8594378,1960
44.75,-78.8594378,1969
44.75,-79.8594378,1976
45.75,-79.8594378,2000
46.75,-80.8594378,2008
46.75,-81.8594378,2025
48.75,-81.8594378,2051
48.75,-82.8594378,2056
49.75,-82.8594378,2066
50.75,-82.8594378,2072
51.75,-83.8594378,2088
52.75,-83.8594378,2099
53.75,-83.8594378,2105
54.75,-83.8594378,2113
55.75,-83.8594378,2128
56.75,-83.8594378,2145
57.75,-83.8594378,2161
58.75,-83.8594378,2176
59.75,-84.8594378,2185
60.75,-84.8594378,2192
61.75,-84.8594378,2208
62.75,-84.8594378,2225
62.75,-83.8594378,2234
63.75,-83.8594378,2240
64.75,-83.8594378,2257
64.75,-82.8594378,2266
65.75,-82.8594378,2272
66.75,-82.8594378,2288
67.75,-81.8594378,2304
68.75,-81.8594378,2312
68.75,-80.8594378,2320
69.75,-79.8594378,2336
70.75,-78.8594378,2344
71.75,-78.8594378,2352
72.75,-77.8594378,2368
73.75,-77.8594378,2384
74.75,-77.8594378,2392
74.75,-76.8594378,2400
