104.254201,134.460835,0.000000,0.000000
98.414281,110.368414,-5.839920,-24.092421
92.935831,91.371908,-5.478450,-18.996506
87.232890,77.118266,-5.702940,-14.253642
84.590835,66.860825,-2.642055,-10.257441
81.621135,57.779335,-2.969700,-9.081490
79.038645,60.046076,-2.582490,2.266740
78.539935,56.962139,-0.498710,-3.083937
78.016951,55.077906,-0.522984,-1.884234
78.160244,69.792342,0.143293,14.714436
79.972359,105.860378,1.812116,36.068036
83.003829,128.419664,3.031470,22.559286
84.590616,128.370496,1.586788,-0.049168
91.511420,123.792580,6.920804,-4.577916
104.185389,137.585023,12.673969,13.792443
113.123813,157.790778,8.938424,20.205755
116.359419,158.880619,3.235606,1.089841
115.240738,141.216147,-1.118680,-17.664472
117.866852,132.305559,2.626114,-8.910588
123.280920,125.960221,5.414068,-6.345337
126.643409,114.570764,3.362489,-11.389458
131.677162,100.580217,5.033753,-13.990547
139.241533,88.799971,7.564371,-11.780246
147.337043,70.883701,8.095510,-17.916270
147.450708,59.655807,0.113666,-11.227894
141.690816,48.542132,-5.759892,-11.113675
136.637612,42.225202,-5.053205,-6.316931
129.948292,33.976568,-6.689319,-8.248634
116.838497,27.266521,-13.109795,-6.710047
102.170130,20.729690,-14.668367,-6.536831
92.185699,20.797607,-9.984432,0.067917
79.541836,27.410188,-12.643863,6.612581
65.711167,34.411481,-13.830669,7.001293
66.406213,39.940279,0.695046,5.528799
73.889745,46.578481,7.483532,6.638202
82.131708,52.763033,8.241963,6.184552
88.393525,52.893877,6.261817,0.130844
89.678573,52.897787,1.285049,0.003910
75.907395,56.304698,-13.771178,3.406911
59.388873,73.266940,-16.518522,16.962242
51.912353,94.991591,-7.476521,21.724651
47.388901,101.200558,-4.523452,6.208967
55.857618,100.815356,8.468718,-0.385202
77.217031,114.855141,21.359413,14.039785
95.639323,135.010913,18.422292,20.155773
104.038242,141.963420,8.398919,6.952507
108.620505,134.075295,4.582263,-7.888125
118.937358,131.321096,10.316852,-2.754199
127.463730,134.391281,8.526372,3.070185
131.257352,134.244101,3.793622,-0.147181
131.840768,132.904054,0.583416,-1.340047
127.282898,127.563350,-4.557869,-5.340704
120.525741,120.872244,-6.757157,-6.691106
110.167056,110.707230,-10.358685,-10.165014
109.762365,113.446066,-0.404691,2.738836
119.793209,130.467915,10.030845,17.021850
125.273388,141.447249,5.480179,10.979333
127.335624,144.902473,2.062236,3.455224
126.506127,140.450415,-0.829497,-4.452058
126.428457,136.788368,-0.077669,-3.662047
126.327468,135.904311,-0.100989,-0.884057
120.134318,131.653647,-6.193150,-4.250664
113.154158,124.735114,-6.980160,-6.918533
107.163468,110.932074,-5.990690,-13.803040
104.498408,98.923731,-2.665060,-12.008343
101.097198,94.234849,-3.401210,-4.688883
95.990573,87.073732,-5.106625,-7.161117
92.656619,72.336129,-3.333954,-14.737603
90.855029,50.854971,-1.801589,-21.481158
90.923344,22.468371,0.068315,-28.386600
